Original,Part of,Translation
Mass Fire Shield,,Massenfeuerschild
"Turn, Halt,|Rout and|Destroy Undead",,Untote|vertreiben|und zerstören
Attribute|scores,,Attributs-|werte
Dwarf,,Zwerg
Wild Surge|Save DC,,Wilde Wogen|Rettungswurf (SG)
Slow Fall 60 ft,,Sturz abbremsen (18m)
Least,,Schwächste
CALENDAR,,KALENDER
Attack Bonus,,Angriffsbonus
Fire,,Feuer
8ft,,"2,4m"
Points Healed,,geheilte Punkte
SMITE EVIL,,BÖSES NIEDERSTRECKEN
WU JEN,,WU JEN
ELDRITCH BLAST,,SCHWARZMAGISCHER STRAHL
BRAVERY,,TAPFERKEIT
Temp|Modifier,,Temporärer|Modifikator
Abadius,,Abadius
Suggest actions to one already fascinated creature,,Einem bereits faszinierten Ziel eine Handlung vorschlagen
SAVE DC,,RETTUNGSWURF SG
"Fold along the dotted lines, making sure|the                hatched areas are hidden or|face down",,"So entlang der gepunkteten Linien falten,|dass die Schraffierung|nicht sichtbar ist."
Affiliation,,Mitgliedschaft/Verbindung
Pharast,,Pharast
Platinum,,Platin
second sneak attack in a round,,auf den zweiten hinterhältigen Angriff in einer Runde an
DOMAIN,,DOMÄNE
Speed Climb,,Schnelles Klettern
Weapon Specialisation  (,,Waffenspezialisierung   (
Uses|per day,,Einsetzbar|pro Tag
WILL,,WILL
MERCIES,,GNADEN
ECONOMY,,WIRTSCHAFT
Character Name,,Charaktername
- 1 per 5lb| carried,,-1 pro getragenen|5 Pfd.
Immune to all poisons,,Immun gegen jedes Gift
Put already fascinated creatures to sleep,,Versetzt eine bereits faszinierte Kreatur in den Schlaf
Hands,,Hände
Knowledge:,,Wissen:
Enhancements,,Weitere Verbesserungen
Invocation|Level,,Anrufungs-|Grad
CLASS,,KLASSE
Human,,Mensch
Coup de grace,,Coup de grace
INSPIRE GREATNESS,,LIED DER GRÖSSE
SORCERER,,HEXENMEISTER
Character traits,,Charakterzüge
Unarmed|Strike|Damage,,Schaden Waffenloser Schlag
Hair,,Haare
Total skill|ranks,,Gesamte|Fertigkeitsränge
GRAPPLE,,RINGKAMPF
Energy|  Shield,,Energie| Schild
"Weapons, Ammo",,"Waffen, Munition"
Longbow,,Langbogen
CHANGE SHAPE,,GESTALT WECHSELN
STOLEN SPELLS,,GESTOHLENE ZAUBER
Wild empathy,,Tierempathie
KINGDOM SIZE,,GRÖSSE d. KÖNIGREICHS
Slow Fall any distance,,Sturz abbremsen (jede Distanz)
Burning Hands,,Brennende Hände
Penetrating Strike,,Durchschlagender Hieb
pp,,PM
5/silver,,5/Silber
Uses per day,,Einsetzbar pro Tag
Specialist|Spell,,Bonus-|Zauber
Flame Arrow,,Feuerpfeil
x 4,,x 4
"Using any combination of|unarmed strikes and Monk|weapons: Kama, Nunchaku,|Quarterstaff, Sai, Shuriken,|Siangham",,"Nutze jede Kombination von Waffenloser Schlag und|Mönchswaffen: Kama, Nunchaku,|Kampfstab, Sai, Shuriken,|Siangham"
Healing Points,,Heilungspunkte
Spell Save DC = 10 + Stat + Spell Level,,RW gegen Zauber (SG) = 10 + Stat + Zaubergrad
Applies whenever the target is|denied a DEX bonus to AC.|Sudden Strike stacks with Sneak Attack.,,Gilt immer wenn dem Ziel der GE Bonus|auf die RK verwehrt wird.Plötzlicher Schlag|und Hinterhältiger Angriff sind kumulativ.
Size Modifier|× 4,,Gr.Mod.|x4
SAVING|THROWS,,Rettungs-|würfe
"Use your base or animal score, whichever is higher",,"Nutze die Attributswerde deiner Basiskreatur oder des Tieres, je nachdem, welcher Wert höher ist"
As long as you have at least one ki point,,Solange du mindestens einen Ki-Punkt besitzt
RAGE!,,KAMPFRAUSCH!
Can communicate with related animals.,,"Kommuniziere mit Tieren, die deiner Gestalt entsprechen"
STEAL SPELL RESISTANCE,,ZAUBERRESISTENZ STEHLEN
2d6,,2W6
ATTACK,,ANGRIFFS
Diamond Body,,Diamantkörper
Item can decipher magical writing.,,Gegenstand kann magische Schrift entziffern.
POWER LEVELS,,MACHTSTUFE
Finger of Death,,Finger des Todes
Sudden|Strike|Bonus,,Plötzlicher|Schlag|Bonus
Summoned|Mount Today,,Heute Reittier|herbeigerufen
"On a successful Sense Motive, reveals lies and enchantments",,"Ein erfolgreicher Wurf auf Motiv erkennen, deckt Lügen und Verzauberungen auf"
Treat hands as weapons,,Hände gelten als Waffen
INT - 8,,IN - 8
Royal Enforcer,,Königlicher Vollstrecker
Ability|Modifier,,Attributs-|modifikator
RACIAL ABILITIES,,FÄHIGKEITEN DES VOLKES
SOOTHING PERFORMANCE,,ERFRISCHENDER AUFTRITT
Hit Dice,,TW
Basic attributes,,Attributswerte ermitteln
Greater Ki Dodge,,Mächtiges Ki-Ausweichen
Deflection|Modifier,,Ablenkungs-|modifikator
Fame,,Ruhm
Ammo,,Munition
-4 initiative; 20% miss chance when attacking|-4 on opposed Perception|automatically fail Perception checks for sound,,-4 auf Initiative und konkurrierende Würfe auf Wahrnehmung|Wahrnehmung (Lauschen) misslingen automatisch|20% Chance auf Zauberpatzer bei verbaler Komponente
Overcome spell resistance,,Zauberresistenz überwinden
Light <illumination>,,Licht
KINGDOM|POPULATION,,KÖNIGREICH|BEVÖLKERUNG
BATTLE FORTITUDE,,AUSDAUER IM KAMPF
Pick a class,,Wähle eine Klasse
Concentration,,Konzentration
INVOCATIONS,,ANRUFUNGEN
QUIVERING PALM,,VIBRIERENDE HANDFLÄCHE
Spring Attack,,Tänzelnder Angriff
Able to take 10 on any skill,,10 nehmen ist für alle Fertigkeiten erlaubt
Heal / Harm,,Heilen / Leid
Non-lethal,,Nichttödlich
ATTACKS,,ANGRIFFE
• Dazzled,,• geblendet
Desnus,,Desnus
Favoured of the spirits,,Von den Geistern begünstigt
"If this is your character’s your first level, or the first level you’re taking|in a new class, think carefully about choosing an archetype,|as well as any irrevocable choices such as “path”, “combat style” etc..",,"Wenn dies die erste Stufe deines Charakters oder die erste Stufe einer|neuen Klassen ist, denke ausgiebig über Archetypen und unwiderrufliche|Spezialisierungen, wie z.B. beim Kampfstiltalent nach."
3-LEVEL|BONUS,,3-LEVEL|BONUS
Percussion,,Schlaginstrumente
Unconscious,,Bewusstlos
Speed with Armour,,Mit Rüstung
Rage 5/day,,Kampfrausch 5/Tag
Let guide concentrate on spell,,Geisterführer konzentriert sich auf Zauber
Increase damage reduction to 10/evil.,,Erhöhe Schadensreduzierung auf 10/Böses.
WIS,,WE
POPULACE,,BEVÖLKERUNG
Treat unarmed attacks as magic weapons,,Behandle unbewaffnete Angriffe als magische Waffe
KINGDOM FINANCES,,KÖNIGREICHSFINANZEN
"If unrest is more than 10, abandon a hex",,"Wenn Unruhe größer als 10 ist, verlierst du ein Hexafeld"
"Does not apply to undead, constructs, oozes, plants, incorporeal|creatures, and creatures immune to extra damage from critical hits.",,"Untote, Konstrukte, Schlicke, Pflanzen, Körperlose und Kreaturen,|die gegen kritische Treffer immun sind, werden nicht betroffen"
WIS - 8,,WE - 8
COMBAT,,KAMPF
ANIMAL COMPANION,,TIERGEFÄHRTE
KNOWN POWERS,,BEKANNTE MÄCHTE
11 to 15,,11 bis 15
Temp CMB,,Temp. KMB
Hit Die,,Trefferwürfel
Ranks,,Ränge
Barony,,Baronat
INTELLIGENT ITEM,,INTELLIGENTER GEGENSTAND
d4 / d8,,W4 / W8
POTIONS,,TRÄNKE
Bonus|Feat,,Bonus|Talent
Pyrotechnics,,Feuerwerk
METAMAGIC SPECIALIST,,METAMAGISCHER SPEZIALIST
Location,,Schauplatz
ANIMAL FORM,,TIERGESTALT
Listen,,Lauschen
Good Paladin,,Guter Paladin
TAKE 10,,10 NEHMEN
Fly Speed,,Fliegend
Improved Disarm,,Verbessertes Entwaffnen
7d6,,7W6
Training,,Übung
Apply a critical effect to the,,Kritischen Treffer Effekt anwenden auf
Outcome,,Ergebnis
DC,,SG
Wu Jen|Level,,Wu Jen|Stufe
1 pt,,1 Pkt
Swim,,Schwimmen
Orb of Acid,,Kugel der Säure
Bard Level,,Bardenstufe
• Shaken,,• erschüttert
+8 Strength  +8 Constitution  +4 Will  -2 AC,,+8 ST +8 KO +4 Willen -2 RK
Special Ammo,,Spezialmunition
Improved Poison Use,,Verbess. Gift einsetzen
Common,,Handelssprache
BUILD A CHARACTER,,Erschaffe einen Charakter
Knowledge: The Planes,,Wissen: Die Ebenen
LAY ON HANDS,,HANDAUFLEGEN
2d8 / 4d8,,2W8 / 4W8
Sleet Storm,,Schneesturm
Open / Close,,Offen / Geschlossen
Scintillating Pattern,,Schillerndes Muster
Headband,,Stirn
hp,,TP
TAX,,STEUER
SKILL|RANKS,,FERTIGKEITS-|RÄNGE
Erastus,,Erastus
Single-minded,,Zielstrebig
Favoured Enemy Bonus,,Erzfeind Bonus
SHUGENJA ORDER,,SHUGENJA ORDEN
Reflex,,Reflex
Green,,Grün
Diplomacy,,Diplomatie
Consult the book to see what increase you get to your|Base Attack Bonus and Saving Throws at this level.,,"Lies im Regelwerk nach, welche Boni du auf deinen Grund-Angriffsbonus|und deine Rettungswürfe auf dieser Stufe erhälst."
"Equipment does not meld between Humanoid and|Hubrid forms, but does with Animal form.",,"Die Ausrüstung verwandelt sich beim Wechsel|zwischen humanoider und Mischgestalt nicht, verschmilzt aber mit der Tiergestalt."
Close,,Nah
"Spellthiefs can cast their own spells while wearing|light armour without risk of spell failure, but not|those stolen from arcane casters.",,"Zauberdiebe können ihre Zauber auch wirken, wenn|sie leichte Rüstung tragen, aber keine Zauber die|sie von arkanen Zauberwirkern gestohlen haben"
Detect Secret Doors,,Geheimtüren entdecken
Trained,,Geübt
Ring,,Ring
Inspire Courage,,Lied des Mutes
SPELL|RANGE,,Reichweite|eines Zaubers
CAREFUL|TEAMWORK,,GUTE|ZUSAMMENARBEIT
Melf’s Acid Arrow,,Melfs Säurepfeil
VOW,,GELÜBDE
Wis,,We
Tumble,,Turnen
Smiting,,Zerschmettern
Threat range,,Bedrohungsbereich
COMBAT STYLE,,KAMPFSTIL
OTHER FEATS,,WEITERE TALENTE
Accuracy,,Zielgenauigkeit
"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.",,"Zusätzlicher Schaden wird addiert, wenn der Schurke sein Ziel in die Zange nimmt|oder es seinen GE-Bonus verliert.|Bei Fernkampfangriffen gilt er im Umkreis von 9m.|Er wird bei kritischen Treffern nicht multipliziert.|Nicht-tödlicher Schaden nur möglich, wenn die Waffe nicht-tödlichen Schaden verursacht."
TOTAL FUNDS,,GESAMTVERMÖGEN
Greater Spell Focus: Transmutation,,Mächtiger Zauberfokus: Verwandlung
Sml / Lrg,,klein/groß
Trap Sense +6,,Fallengespür +6
Enemies are frightened and flee your performance,,Gegner werden in Angst versetzt und fliehen
Creature type,,Kreaturenart
Immune to all diseases,,Immun gegen alle Krankheiten
Special properties,,Besondere Eigenschaften
4d8,,4W8
Waist,,Hüfte
Concept,,Idee & Konzept
Bonus|Feats,,Bonus-|talente
Greater Spell Penetration,,Mächtige durchschlagende Zauber
Unconcious,,Bewusstlos
Perception,,Wahrnehmung
Handle Animal,,Mit Tieren umgehen
Retry failed enchantment save on next round,,Gescheiterten Verzauberungs-RW wiederholen
Invocation,,Anrufung
Blindsense 30ft,,Blindgespür 9m
Class skills,,Klassenfertigkeiten
• Entangled,,• verstrickt
COMBAT FEATS,,KAMPFTALENTE
Paladin Level,,Paladinstufe
ORIGINS,,HERKUNFT
CLASS ABILITIES,,KLASSENMERKMALE
DRACONIC WRATH,,DRAKONISCHE WUT
LEGENDARY HERO,,LEGENDÄRER HELD
"Racial,|Feats",,"Volks-,|Talentbonus"
+ 4 to all saving throws|+ 4 to AC,,+4 auf Rettungswürfe|+4 RK (Ausweichbonus)
Shot on the run,,Aus vollem Lauf...
Skill Ranks,,Fertigkeitsränge
2 x Shortsword,,2 x Kurzschwert
Class|Level,,Klassen-|stufe
Deafening Critical,,Kritischer Treffer (taub)
"Traits are aspects of your background that can add depth to a character.|Ask your GM if you get to pick any traits, and if so how many.|A common allocation is:",,"Charakterzüge geben deinem Charakter Tiefgang.|Frage deinen SL, wieviele und welche Charakterzüge du auswählen darfst.|Eine häufige Belegung ist:"
Skirmish|Damage,,Geplänkel|Schaden
(From level 3),,(Ab Stufe 3)
ATTRIBUTES,,ATTRIBUTE
Attack,,Angriff
Fireburst,,Feuerexplosion
Power,,Macht
Craft Rod,,Zauberzepter herstellen
Enter the ethereal plane,,Die Ätherebene betreten
Highest|Level or|Hit Dice,,Höchste|Stufe|oder TW
COMMAND DC,,SG HERRSCHAFTSWURF
WANDS,,ZAUBERSTÄBE
Fatigued,,Erschöpft
Spell|Level,,Zauber|Level
Resources,,Ressourcen
Danger Sense,,Gefahreninstinkt
"Total ego bonus from item powers, dedicated powers,|special purpose etc.",,"Summe aller Ego-Modifikatoren durch Attribute,|Kräfte, besonderen Zweck etc."
FAVOURED CITY,,Bevorzugte Stadt
Is this a favoured class?,,Ist dies eine bevorzugte Klasse?
PERFORMANCES,,AUFTRITTE
Base Weapon,,Waffe
SPELL BOOK,,Zauberbuch
WIS - 12,,WE - 12
Trap Sense +2,,Fallengespür +2
CASH,,BARGELD
Foes|Today,,Gegner|Heute
Blade Barrier,,Klingenbarriere
Conditional Modifiers,,Zustandsmodifikatoren
Duration,,Wirkungsdauer
• Deafened,,• taub
Light Wounds,,Leichte Wunden
SPELL SECRET,,ZAUBERGEHEIMNIS
Hero,,Held
BUILDINGS,,Gebäude
Implosion,,Implosion
120 ft,,36m
12 to 16,,12 bis 16
Ranger|Level,,Waldläufer-|stufe
Effective|Character|Level,,Effektive|Charakter-|stufe
Critical Wounds,,Kritische Wunden
45ft,,"13,5m"
Eagle’s Splendour,,Pracht des Adlers
Weapon Mastery,,WAFFENMEISTERSCHAFT
Radius centred|on the Cleric,,Radius um|den Kleriker
Focus,,Fokus
BUFFS,,BUFFS
"Ask your GM how to create your basis scores. He might give you a|fixed array, ask you to roll dice, or use a point buy system.",,"Frage deinen SL, wie du deinen Grundwert ermittelst. Er könnte dich|bspw. bitten, diese auszuwürfeln, ein Punktesystem zu verwenden oder festgelegte Werte zu verwenden."
Temp Speed,,Temp.
POWER STONES,,Machtsteine
ATTACK BONUS,,ANGRIFFSBONUS
Granted Power,,Verliehene Fähigkeiten
Initiative,,Initiative
Outline how you’d like the character to develop in the future.|This plan may change once the adventure starts.,,"Umreiße, wie du deinen Charakter später entwickeln möchtest.|Dies kann sich ändern, sobald das Abenteuer beginnt."
Rogue|Level,,Schurken-|stufe
2 x,,2 x
Swim Speed,,Schwimmend
Channel Positive Energy,,POSITIVE ENERGIE FOKUSSIEREN
Racial|bonus,,Volks-|bonus
VERSATILE PERFORMANCE,,VIELSEITIGER AUFTRITT
Lightning Bolt,,Blitz
Mass Spell Level,,Zaubergrad f. Massenzauber
Class Skills,,Klassenfert.
RAGE,,KAMPFRAUSCH
NINJA,,NINJA
Character number,,Charakternummer
Deflect Arrows,,Geschosse abwehren
MOVE THROUGH THREATENED SQUARE,,BEWEGUNG DURCH EIN BEDROHTES FELD
Uses Today,,Heute verwendet
• Frightened,,• verängstigt
FOCUSED SPECIALIST,,FOKUSSIERTER SPEZIALIST
ARMOUR TRAINING,,RÜSTUNGSTRAINING
Incendiary Cloud,,Flammende Wolke
"As a move action, detect evil in one creature or item within 60ft.",,Als Bewegungsaktion Böses entdecken bei Kreatur/Gegenstand innerhalb 18m
Comedy,,Komik
Craft Staff,,Zauberstecken herstellen
(ROGUE),,(SCHURKE)
Clothes / Body,,Kleidung / Körper
(Minimum 1),,(Minimum 1)
Wild Instinct: +2 to Initiative and Survival,,Tierinstinkt: +2 Initiative und Überlebenskunst
d10 / 3d6,,W10 / 3W6
Clairaudience / Clairvoyance,,Hellhören / Hellsehen
"On using Smite Evil to successfully hit an outsider, that outsider is subject to Banishment.|The effect of Smite Evil ends after this attack.",,"Wenn mit Böses niederstrecken ein böser Externar getroffen wird, wird dieser Ziel des Zaubers Verbannung.|Der Effekt des Niederstreckens endet sofort nach dieser Attacke."
or,,oder
Scout|Level,,Späher|Stufe
Diamond Soul,,Diamantseele
PROMOTIONS,,BEFÖRDERUNGEN
Favoured|Soul Level,,BS|Stufe
MELEE,,NAHKAMPF
"Place of origin, nationality, culture",,"Herkunftsort, Nationalität, Lebensart"
WIZARD,,MAGIER
Black,,Schwarz
Arcane Sight|Today,,Arkaner Blick|Heute
Treasury funds,,Gelder in der Schatzkammer
SAVING THROW DC,,SG d. RETTUNGSWURFES
+10ft,,+3m
Debts,,SCHULDEN
"Against humanoids who are not members of barbarian tribes|When dealing with barbarians, add this bonus to Diplomacy instead",,"Gegen Humanoide, die kein Mitglied eines Barbarenstammes sind|Wenn mit Barbaren verhandelt wird, füge diesen Bonus zu deiner Diplomatie"
Likes,,Vorlieben
Dodge|Modifier,,Ausweich-|modifikator
Metal,,Metall
"One background trait, connected to your character’s origin",,"Einen Charakterzug, basierend auf deiner Herkunft"
Greater Flurry,,Höherer Schlaghagel
Use in place of Diplomacy to improve the attitude of an animal,,"Wie Diplomatie, aber verbessert die Einstellung eines Tieres"
Ruler,,Herrscher
Lesser Orb of Fire,,Schwache Kugel des Feuers
Weird,,Unheimliches Schicksal
Domain,,Domäne
Smitings Today,,Heute niedergestreckt
TURN / REBUKE UNDEAD,,UNTOTE VERTREIBEN/BEEINDRUCKEN
17 to 20,,17 bis 20
Standard,,Standard
Stunned,,Betäubt
Temp AC,,Temp. RK
PALADIN,,PALADIN
Str,,St
Fast|Movement,,Schnelle|Bewegung
DC 25,,SG 25
DIRGE OF DOOM,,KLAGELIED
Monk Level|÷ 4,,Mönchsstufe|÷ 4
Sarenith,,Serenith
Gather Information,,Informationen sammeln
GHOST MIND,,GEISTERHAFTE SEELE
Burrow Speed,,Grabend
Acid,,Säure
BONUS FEATS,,BONUSTALENTE
4ft,,"1,2m"
A dose of wolfsbane grants another fortitude save.,,Eine Dosis Wolfsbann gewährt einen weiteren Zähigkeitswurf.
Magic stone,,Magischer Stein
Circle of Death,,Todeskreis
Multiplier,,Multiplikator
BASE ATTACK & SAVING THROWS,,GRUNDANGRIFFSBONUS & RETTUNGSWÜRFE
Red,,Rot
Item can talk in languages it knows.,,Gegenstand kann gelernte Sprachen sprechen.
+6 Strength  +6 Constitution  +3 Will  -2 AC,,+6 ST +6 KO +3 Willen -2 RK
SPIRIT GUIDE,,GEISTERFÜHRER
= ECL + 3,,= ECS + 3
Height,,Größe
Spirit|Shaman|Level,,Geister-|Schamane|Stufe
SPELLS,,ZAUBER
Carried by / given to,,Getragen von / gegeben an
Campaign,,Kampagne
Touch,,Berührung
"Allocate these scores to your six stats:|Strength, Dexterity, Constitution,|Intelligence, Wisdom and Charisma",,"Verteile die aus 1 erhaltenen Punkte auf deine sechs Attributswerte:|Stärke, Geschicklichkeit, Konstitution,|Intelligenz, Weisheit und Charisma"
A successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain,,Ein erfolgreicher Hinterhältiger Angriff kann auch verursachen:|• Schlaf für 1W4 Stunden| • Gelähmt für 2W6 Runden| • Getötet
11ft,,"3,3m"
Bonus to Diplomacy|and Intimidate,,Bonus auf Diplomatie|und Einschüchtern
TRAP SENSE,,Fallengespür
"Armour, Shield, Protective Items",,"Rüstung, Schild, Schutzgegenstände"
Magic Missile,,Magisches Geschoß
"Damage bonus to all attacks made on your turn,|provided you move at least 10ft during your turn.",,"Schadensbonus auf alle Angriffe in dieser Runde,|bei einer Bewegung von mindestens 3m."
Ghost Sight,,Geisterhafter Blick
Temp CMD,,Temp. KMV
Spell-Like Ability    Level    Uses     Save DC,,Zauberähnliche Fähigkeitsstufe nutzt RW gegen Zauber als SG
Level 0 spells take up ½ point of capacity.|All other spells take up their level points of capacity.,,Zauber belegen mit ihrem Grad den entsprechenden Platz.|Zauber des 0. Grades gelten als ½ Grad.
Deafened,,Taub
Heal,,Heilkunde
Invocation Save DC = 10 + CHA + Equivalent Spell Level,,RW gegen Anrufung (SG) = 10 + CH + entspr. Zaubergrad
Weapon|Training,,Waffen-|training
Components / Focus,,Komponenten / Fokus
Staggered,,Wankend
Region,,Region
CURSE,,FLUCH
Notes,,Notizen
Point Blank Shot,,Kernschuß
Spell Save|DC Bonus,,Bonus auf RW|gegen Zauber
Haste,,Hast
Unlimited range,,Unbegrenzte Reichweite
Total Weight,,Gesamtgewicht
METTLE,,DURCHHALTEVERMÖGEN
KEEN SENSES,,GESCHÄRFTE SINNE
TURN UNDEAD,,Untote vertreiben
Ignore damage reduction.,,Ignoriert Schadensreduzierung
to ignore 10ft of falling damage,,um 3m an Fallschaden zu ignorieren
Greater Vital Strike,,Mächtiger Konzentrierter Schlag
Total City|Population,,Einwohnerzahl aller|Städte
FIENDISH RESILIENCE,,INFERNALISCHE HEILUNG
xp,,EP
FRIENDLY,,FREUNDLICH
Temp Damage|Bonus,,Temp. Schadens-|bonus
Druid|Level,,Druiden-|stufe
From level 19:,,Ab Stufe 19:
Bonus against charm and compulsion effects,,Bonus auf RW gegen Bezaubern und Furcht
Improved Vital Strike,,Verbesserter konzentrierter Schlag
Ghost Strike,,Geisterhafter Schlag
Monk|Level,,Mönch-|stufe
Good Cleric,,Guter Kleriker
Iron will,,Eiserner Wille
AURA OF JUSTICE,,AURA DER GERECHTIGKEIT
2ft,,"0,6m"
Use dimension door once per day,,Dimensionstür einmal am Tag benützen
+ 2 + 4d6,,+ 2 + 4W6
Your starting languages,,Deine Sprachen zu Spielbeginn
Crippling Critical,,Verkrüppelnder Kritischer Treffer
Change shape as a move action.,,Wechsle Gestalt als Bewegungsaktion
"Bluff, Intimidate",,"Bluffen, Einschüchtern"
Spell Save DC = 10 + CHA + Spell Level,,RW gegen Zauber (SG) = 10 + CH + Zaubergrad
dice,,Würfel
Item value,,Preis
Misc|Modifier,,Sonstige|Modifikatoren
Max Weight,,Maximalgewicht
Arms / Wrists,,Arme
Silver,,Silber
Prismatic Sphere,,Regenbogenspähre
Max|Ranks,,Max|Ränge
Heavy,,Schwer
Base|Attack Bonus,,Grund-|angriffsbonus
Shaman|Level,,Shamane|Level
SHIELD,,SCHILD
Race (including subtypes or customisations),,Volk (inkl. Unterart und Anpassungen)
Stable,,Stabil
TREASURY,,SCHATZKAMMER
Sense nearby spirits at will,,Geister nach Belieben entdecken
INIT,,INIT
Soulmeld|Save DC,,Seelenverschmelzung|Rettungswurf (SG)
Light Load,,Leichte Last
Rank / Position,,Rang / Position
Counter magical effects that depend on sight.|Allies within 30ft use Performance roll in place of a saving throw,,Bannt auf Sicht basierende magische Effekte.Kreaturen innerhalb|von 9m nutzen den Auftrittswurf des Barden als RW.
Other:,,Weitere:
Gorgon’s Fist,,Gorgonenfaust
Ability Modifier = (Total Ability Score - 10) ÷ 2,,Attributsmodifikator = (Attributswert - 10) ÷ 2
Uncanny dodge,,Reflexbewegung
50% miss chance (1 round),,50% Fehlschlagchance (1 Runde)
Ride,,Reiten
Exorcism,,Exorzismus
20% miss chance (1 round),,20% Fehlschlagchance (1 Runde)
Survival|Bonus,,Überlebenskunst|Bonus
Spell Focus: Transmutation,,Zauberfokus: Verwandlung
Evasion,,Entrinnen
Kingdom’s|Income,,Einkommen d.|Königreichs
Throw Anything,,Improvisierter Fernkampf
Motivations,,Beweggründe
Snatch Arrows,,Geschosse fangen
Max Load,,Max. Belastung
3ft,,"0,9m"
Power Attack,,Heftiger Angriff
DC on selected energy type,,SG bei gewählter Energieart
FLAWLESS STRIDE,,LEICHTER MARSCH
Carried Items,,Getragene Gegenstände
per,,pro
Apply poison without risk of poisoning yourself,,Gift auftragen ohne Risiko sich zu vergiften
Item can read any language.,,Gegenstand kann jede Sprache lesen.
Intended progression,,Beabsichtige Entwicklung
Catch off-guard,,Improvisierter Nahkampf
Swashbuckler|Level,,Säbelrassler|Stufe
Improved Precise Shot,,Verbesserter Präzisionsschuss
Sneak Attack,,Hinterhältiger Angriff
ACTIONS,,AKTIONEN
CMB,,KMB
Brass,,Messing
Forgery,,Fälschen
Disable|Device,,Mechanism.|ausschalten
From Level 4,,Ab Stufe 4
MAX RANGE,,MAX. REICHWEITE
